site_id,College Degree (%),Ever Married (%),Median Age,Median Income (10k NTD),vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9,Valid Voters
"Sinyi, Nantou",0.1121,0.6519,37,55.4,0.8500061675095596,0.7820368282600526,0.7075825825825826,0.402509516424644,0.22943949711891043,0.19238872794311299,0.6352240676903792,0.806456571867794,0.7896128129373348,0.7473929961089494,6505
"Yuchih, Nantou",0.1343,0.6876,46.463,49.9,0.785063752276867,0.701278628635661,0.5700709219858155,0.4246783787522479,0.3111392049445147,0.3004953998584572,0.6139425893380199,0.8181688737006977,0.7845351867940921,0.7842910771007797,7023
"Jhongliao, Nantou",0.1197,0.7091,48.5848,49.3,0.801673640167364,0.7134370579915135,0.5912100295816313,0.44763490081842144,0.26422250316055623,0.2746677975685609,0.6041051388068518,0.817582102394952,0.773802570093458,0.785870039249891,6973
"Jhushan, Nantou",0.17,0.6801,43.0767,53.1,0.7813172097553057,0.7126502342635975,0.5894715364211386,0.4369068119018061,0.26841565894650543,0.310667215815486,0.6208072284021651,0.7819873433636478,0.7754330842391305,0.7910802102764117,23861
"Baisha, Penghu",0.1569,0.6915,43.8274,63.7,0.7979539641943734,0.7228151139313528,0.6610709117221418,0.4331535623048538,0.26298604927278124,0.28336325553560743,0.6292805529374804,0.7865342848278002,0.7636761487964989,0.7704460966542751,3223
"Husi, Penghu",0.1718,0.6621,43,64.4,0.7852486496554293,0.7258520052720768,0.6310826103357223,0.44763822775540096,0.28080062184220755,0.2880891844318404,0.640582726326743,0.8096602537863283,0.7870370370370371,0.7976653696498055,4886
"Magong, Penghu",0.246,0.6237,39,70.1,0.7567204301075269,0.7028350720713546,0.6340810043580825,0.39338555265448216,0.2922739637042751,0.30793005286701913,0.6330622844735834,0.8081279147235176,0.7833142663446464,0.8009181969949917,24016
"Cimei, Penghu",0.1682,0.6877,42,61.5,0.7373225152129818,0.6646026831785345,0.5827186512118019,0.4556830031282586,0.3365180467091295,0.3468085106382979,0.6114285714285714,0.7982062780269058,0.7596810933940774,0.7542857142857143,892
"Wang-an, Penghu",0.1587,0.6912,46,65.6,0.7836065573770492,0.703601108033241,0.656441717791411,0.4729119638826185,0.29324644549763035,0.29109384339509864,0.6225296442687747,0.8061617458279846,0.7816393442622951,0.7509829619921363,1558
"Siyu, Penghu",0.1365,0.7038,45.1102,59.6,0.7818336162988115,0.7049608355091384,0.6242950108459869,0.4946677604593929,0.29159369527145357,0.2997370727432077,0.6224188790560472,0.8004878048780488,0.7782587782587782,0.7474600870827286,2050
"Chaojhou, Pingtung",0.2081,0.6446,42,58.6,0.7646624059823486,0.7022628708832496,0.6257209262288026,0.5003193799770046,0.29834448749559705,0.31765017433905635,0.5874744724302247,0.7911886186324002,0.7629653490405411,0.760855654081726,21790
"Checheng, Pingtung",0.104,0.6773,47,53.2,0.7488387524883875,0.6413630229419703,0.5722952477249748,0.5540930979133226,0.33599444637278725,0.35614525139664804,0.5684133915574964,0.7888605751729159,0.7445712182554288,0.7328440366972477,2747
"Chunrih, Pingtung",0.0735,0.651,36.8636,55.5,0.7595983461311282,0.6739515652687537,0.6441176470588236,0.3721325403568394,0.32505643340857787,0.3340926347760061,0.5717277486910994,0.7810590631364562,0.7602880658436214,0.7336734693877551,982
"Donggang, Pingtung",0.1727,0.6486,40,55.2,0.7661601725089012,0.6920117444568189,0.5989715914876286,0.534375466719769,0.29752022970503783,0.3167189132706374,0.5723659030018043,0.78626242974492,0.7477273979395075,0.7494165535956581,18504
"Fangliao, Pingtung",0.1369,0.678,45,54.8,0.7836542977923908,0.6972866026003391,0.6138153525002372,0.5127712166987092,0.287971558364606,0.3205938409068111,0.5897988505747126,0.7795627859684799,0.7484347736836703,0.7408840904461194,9835
"Fangshan, Pingtung",0.0893,0.6871,45,51.8,0.7745346869712352,0.6861747243426632,0.6158119658119658,0.5433102887352582,0.3031111111111111,0.3114537444933921,0.5961895910780669,0.7772664519098021,0.7530288909599254,0.7321262766945218,2173
"Gaoshu, Pingtung",0.1118,0.7027,48.9268,51.4,0.7536041939711664,0.6674392824750579,0.5926682324109057,0.5756433217079838,0.3202341137123746,0.3401802557115909,0.5816459830176355,0.7560280578693556,0.7206225680933852,0.7294611307420494,9124
"Hengchun, Pingtung",0.1403,0.668,40.9979,52.5,0.752668416447944,0.6697506388228037,0.5661991708564876,0.4862913622690159,0.3203866276491975,0.3258996001776988,0.5699377517392896,0.8125684056913535,0.7701892016612829,0.7553640198056116,10964
"Jiadong, Pingtung",0.1378,0.6795,46.1159,54.6,0.7723649247121346,0.6769584077570809,0.622860791826309,0.5698687277634646,0.3241868558425913,0.338800752890562,0.5825809140158356,0.7761437908496732,0.7414586529075443,0.7712918660287081,7344
"Jiouru, Pingtung",0.1676,0.6586,42,55.2,0.7614452884417984,0.6871051268772657,0.6098616830324147,0.5819294023265142,0.3083369144821659,0.31560928640205416,0.5662851427936437,0.7824746807573756,0.735897435897436,0.7508294625082946,9084
"Kanding, Pingtung",0.1641,0.6539,39.1694,54.4,0.7450205761316873,0.6779242174629324,0.6107404936624417,0.5466237942122186,0.324582338902148,0.34257526790270454,0.5884312007011393,0.7850532565042779,0.7511995734849831,0.7480701754385964,5727
"Laiyi, Pingtung",0.0902,0.6597,39.8889,54,0.8047897521581732,0.740782122905028,0.6817670230725943,0.2657033323503391,0.2264367816091954,0.2375036116729269,0.6719392597279342,0.8273605484574634,0.800497203231821,0.7916273213723639,3209
"Ligang, Pingtung",0.1794,0.6763,41,56.9,0.7459592410400562,0.6719637784090909,0.5959854982757096,0.5532115599005231,0.33382151029748286,0.33351780114370044,0.5607961513064805,0.7702968442738084,0.7334285714285714,0.7357834382930727,10679
"Linbian, Pingtung",0.1524,0.6814,45,55.5,0.7833824251350024,0.7045621780721119,0.6311595979406718,0.572655690765927,0.2982745496066988,0.3509908536585366,0.5752865235146885,0.7740876870569703,0.744270205066345,0.7372512847542496,7618
"Linluo, Pingtung",0.2264,0.6674,46.3476,61,0.7391846181235535,0.6573526777718073,0.6391343552750225,0.5347991689750693,0.3165266106442577,0.37412069603850423,0.5672593737920371,0.7910360884749709,0.7485859176906573,0.7652545666537116,5154
"Liouciou, Pingtung",0.1247,0.6973,42,54.2,0.8138794084186576,0.7299501585863163,0.6357675785665837,0.45407239819004525,0.24119918237565297,0.2350948509485095,0.6223932472691162,0.8199404761904762,0.7817366059646345,0.7715415019762846,4032
"Majia, Pingtung",0.1019,0.6425,38.7727,58.3,0.7917463787920197,0.7396449704142012,0.6721991701244814,0.3383777239709443,0.25586227367171266,0.25997045790251105,0.6228799467908214,0.7846607669616519,0.7750247770069376,0.7437582128777924,3051
"Manjhou, Pingtung",0.0951,0.6733,46.0776,52.4,0.7647858599592114,0.6626464507236389,0.5690006798096533,0.4983563445101907,0.30916695712791914,0.3366851595006935,0.5803314121037464,0.7990603541741959,0.7620244077530509,0.7657657657657657,2767
"Mudan, Pingtung",0.1127,0.6708,41,59,0.7459246767847105,0.684567552289429,0.5834266517357223,0.3638483965014577,0.3058618688334301,0.3339191564147627,0.5892857142857143,0.828009828009828,0.8060531192093885,0.7717458359037631,1628
"Nanjhou, Pingtung",0.1557,0.6776,46.05,56.8,0.7573620904189133,0.6736999147485081,0.5892705682782019,0.560625,0.34912280701754383,0.35646618197840935,0.5722450845907636,0.7826771653543307,0.7491432488005483,0.750970984692712,4445
"Neipu, Pingtung",0.1864,0.6563,44.5186,56.2,0.7622068084329652,0.6981054365733114,0.6097807138269566,0.5189451894518945,0.3057776508661717,0.32226608952100083,0.5758860951226901,0.7878002591448221,0.7556074292093778,0.7616058975891612,20066
"Pingtung, Pingtung",0.2684,0.6363,42,61.3,0.7411279449738352,0.6864558472553699,0.6182912209516783,0.4648784976653829,0.312534196342301,0.34191189314452736,0.5977575837604888,0.7943869091957614,0.7681346205286579,0.7784688590717503,83234
"Sandimen, Pingtung",0.0968,0.6484,38.5952,57.5,0.7779527559055118,0.7131537242472267,0.664118112312154,0.35871247291860103,0.2758012349309027,0.2926322043969103,0.5971398674572724,0.7911065149948294,0.7741935483870968,0.7314878892733564,2901
"Shihzih, Pingtung",0.0747,0.6803,40,61.2,0.8258492776259274,0.7591069330199764,0.7080405932864949,0.28196058615462355,0.23526724531749657,0.2408256880733945,0.6030534351145038,0.8307783018867925,0.8148584905660378,0.7857559836544075,1696
"Taiwu, Pingtung",0.0814,0.6635,37,58.4,0.7925551138417058,0.7155329210622045,0.6399274047186932,0.3250197941409343,0.2446684761535479,0.2674062739097169,0.5992350191245219,0.7863070539419087,0.7553774778574441,0.7434928631402183,2410
"Wandan, Pingtung",0.1786,0.6575,41.0014,57,0.7661181548421905,0.6904448777833205,0.6183363025901055,0.5263755736289699,0.3069339467630628,0.3399490854233453,0.5707968949592218,0.7734462451939456,0.7374820819534378,0.749156355455568,20547
"Wanluan, Pingtung",0.1528,0.6726,45,55.1,0.7772457820337437,0.7065751858204689,0.5822813862749598,0.5664798206278027,0.31345269779820956,0.34179829890643987,0.5756718528995757,0.7596506771294773,0.7301973852858241,0.7426069298134281,7901
"Wutai, Pingtung",0.1203,0.6586,42.2391,57.6,0.7849860982391103,0.7481617647058824,0.7208982584784601,0.30094637223974763,0.24281524926686218,0.25455614344503236,0.5679779158040028,0.7926997245179064,0.7648686030428768,0.7386831275720165,1452
"Sinpi, Pingtung",0.1089,0.692,47.3831,53.3,0.7883709981167608,0.6834600760456274,0.6065418345579521,0.5375974323704723,0.28911892152142515,0.3163141259421347,0.574305378536834,0.7730337078651686,0.7441860465116279,0.7341708542713568,4005
"Sinyuan, Pingtung",0.1492,0.6596,42,54.5,0.7627488590515246,0.6823420320572261,0.6108588219580606,0.5683439115356933,0.3000409053722389,0.32819141642671057,0.5864326307459895,0.7753850541928123,0.7416582406471183,0.7394528437724982,14024
"Yanpu, Pingtung",0.1455,0.6629,42.5909,53.4,0.7681133103323043,0.6760972071091766,0.5984954026191139,0.504713560551124,0.30316826163709004,0.3201418704498787,0.5957824201813166,0.7875343002744022,0.7504466944609887,0.7482953438534969,10204
"Changjhih, Pingtung",0.2042,0.6566,44,59.8,0.7537548538354458,0.6871327849588719,0.6103001111522787,0.4962782813766674,0.33112133323278786,0.3432405792706043,0.5894370100562198,0.7780379302271131,0.7482351074799715,0.7449980384464496,12813
"Jhutian, Pingtung",0.1713,0.6755,47,57.6,0.7711792509998788,0.6755325550607775,0.6139642944485204,0.5411486086441681,0.30946031746031744,0.39436268396108753,0.5736673089274246,0.7732102200860106,0.7384635050492139,0.7455861806172996,7906
"Beitou, Taipei",0.3664,0.6646,41.2402,69.9,0.6597835508981522,0.6298143721359718,0.5910409253439305,0.4571575650980224,0.38341615341545354,0.3889667987238369,0.5798234461366444,0.7694972288202692,0.7475460011590843,0.7649635428796646,111144
"Da-an, Taipei",0.5283,0.6782,43.4713,86.1,0.645903887895135,0.6268230862903911,0.5951213271354855,0.4098811642944086,0.379592881833312,0.38873897286559533,0.593208034201823,0.7642343493338201,0.7489448201944044,0.7679555196530067,136975
"Datong, Taipei",0.3297,0.6558,42,65,0.6544466961230524,0.6142589243855067,0.5733143001091612,0.5219996378660433,0.39935350663417274,0.40851828616965363,0.5526524567620458,0.7420982782104565,0.7133082932162443,0.7369018710364948,57266
"Nangang, Taipei",0.3563,0.6679,40.72,68.9,0.6604327986725663,0.62207136640557,0.5811425770994504,0.4399146100177028,0.3838951639819418,0.3926164458287142,0.5805770455993446,0.7825480751819796,0.7603347982275388,0.7733147491130259,55226
"Neihu, Taipei",0.4137,0.6606,39.9311,77.3,0.6437826339199381,0.6203859748549612,0.5939927189002101,0.4234289744255967,0.39085661960625373,0.3956038989408982,0.592730567861458,0.7791960681601084,0.7636369306089357,0.7785085189031191,129812
"Shihlin, Taipei",0.3734,0.6621,42,69.9,0.6589835308145168,0.622891847347547,0.5896569411338745,0.4759245868153659,0.3863483831604637,0.39554077452917263,0.5684147362104631,0.7532843970575562,0.7342471828253312,0.7483540657121162,127649
"Songshan, Taipei",0.4795,0.6747,43,81.4,0.650645653698585,0.6297799217407507,0.5981595410264656,0.4198822961494613,0.3820479720163238,0.38800753170285146,0.5921158487530169,0.7692733034176219,0.7545829981228211,0.7707613007233312,94042
"Wanhua, Taipei",0.2926,0.6589,43.5458,61.5,0.6773507916481968,0.6342993451609573,0.5839940336182663,0.47465651794714964,0.3718807977736549,0.3856677070884049,0.5758185366323753,0.7667619387876623,0.7459715297348074,0.7613582189168574,83970
"Wunshan, Taipei",0.4236,0.6654,41.4738,76.3,0.6624455514276778,0.6407160984978394,0.6047048359518168,0.38583365647073137,0.36631905753609934,0.377154130172791,0.6121691031212959,0.7937581396808461,0.7780595867447629,0.7884216481237035,127462
"Sinyi, Taipei",0.4174,0.6663,43,72.9,0.6637358543286919,0.6318638026451553,0.591964361396536,0.4232111124549929,0.37287608199596434,0.37994036067591236,0.595029952972857,0.7752042937962381,0.7614024807110069,0.7788356091264642,103405
"Jhongshan, Taipei",0.4182,0.6584,43.1065,73,0.6449617874023791,0.6189742728053471,0.5800524689340965,0.46580201751468797,0.3918519494700378,0.39943337461067957,0.5689007522446008,0.7584354718946181,0.7362259891403772,0.7543972750365637,103699
"Jhongjheng, Taipei",0.4746,0.6763,41.6247,81.6,0.6575250192455735,0.6305918099578758,0.5937231655632808,0.4260603482580238,0.37180429746563276,0.3836989725076368,0.5927696060947598,0.7677861685214626,0.7494187138050056,0.7686440197357228,70448
"Beinan, Taitung",0.1155,0.648,44,54,0.7776725304465494,0.7069552198176127,0.6210095497953615,0.41880809185347184,0.27318435754189946,0.29898074745186864,0.5904997094712376,0.7879787691866303,0.7631426081905315,0.7582528470520398,6971
"Chenggong, Taitung",0.0972,0.6723,46.0302,52.3,0.8137679902895787,0.7454420364637083,0.615648005478514,0.3499553172475425,0.21626045834849036,0.22845879481884737,0.6176189566214408,0.7898536956108684,0.7707092062271766,0.7711718600649972,5263
"Chihshang, Taitung",0.1133,0.6772,46.75,52.6,0.7791735537190083,0.684669573968467,0.5683789192795197,0.4125717932354818,0.27221297836938435,0.3011114853486022,0.593391304347826,0.8008849557522124,0.7664816099930604,0.7519834425664023,2938
"Daren, Taitung",0.0914,0.6515,42,58.8,0.8042269187986651,0.7378964941569283,0.6807670614777214,0.31124620060790276,0.22136498516320474,0.2325015216068168,0.4829800899165061,0.7863031071655041,0.8270339525944908,0.7542748575047499,1577
"Dawu, Taitung",0.1005,0.6669,43,54.1,0.7993827160493827,0.7246713070378964,0.7361702127659574,0.38820534577853205,0.2660668380462725,0.27580225498699046,0.5741265344664778,0.7736817545496967,0.7442189712128362,0.7344924812030075,2143
"Donghe, Taitung",0.0902,0.6763,49,50.4,0.7922858046158711,0.7301536491677336,0.6285533796588756,0.3977682966852642,0.2634570377800067,0.2846865364850976,0.5805416963649322,0.7716337522441652,0.7589090909090909,0.7337896253602305,2785
"Guanshan, Taitung",0.1461,0.6533,45,55,0.7710570944036179,0.7031911889296809,0.6031927023945268,0.37482478273058595,0.2625,0.2970639032815199,0.6156094709149371,0.8169422686393966,0.7915551590841511,0.7803163444639719,3447
"Haiduan, Taitung",0.0998,0.6083,35,58.9,0.8138987043580683,0.7159693576900412,0.5957193816884662,0.3254511512134412,0.21507352941176472,0.233270794246404,0.5551948051948052,0.7503259452411994,0.7427631578947368,0.7221494102228048,1534
"Jinfong, Taitung",0.1025,0.6322,37.9286,59.9,0.7936590436590436,0.7433489827856025,0.672071129707113,0.29599499374217775,0.2712574850299401,0.2785276073619632,0.6007092198581561,0.7741477272727273,0.7571428571428571,0.7185501066098081,1408
"Lanyu, Taitung",0.1501,0.595,36,60.6,0.7530940594059405,0.624765478424015,0.535423197492163,0.4288563829787234,0.276158940397351,0.3045822102425876,0.43694004135079256,0.7264957264957265,0.7119252873563219,0.6869257950530036,1404
"Luye, Taitung",0.1128,0.6759,46.3125,54.1,0.7530949105914718,0.6793945648434813,0.5812112869924294,0.44418132611637345,0.297111416781293,0.3131772107654666,0.5906453952139231,0.7582496413199427,0.7344777209642075,0.7423469387755102,2788
"Lyudao, Taitung",0.2087,0.6391,39,69.8,0.7127107652399481,0.6818477553675992,0.6176470588235294,0.34098360655737703,0.3162393162393162,0.3100929614873838,0.6199312714776632,0.8108293351610693,0.7926744989633725,0.7822802197802198,1459
"Taitung, Taitung",0.2079,0.6337,41,60.2,0.7737204170812962,0.7166351236702996,0.630070143336383,0.37174997811433075,0.2668531283722774,0.2895282240991242,0.615208210344671,0.8088709311299769,0.7901107450118983,0.7849302877484426,44054
"Taimali, Taitung",0.0971,0.6731,44.2705,55,0.8158102766798419,0.7517842981760507,0.6678543151227236,0.41491788321167883,0.25166017861231965,0.2670547147846333,0.5940569126164694,0.7770052148000993,0.7552923387096774,0.7490664675130695,4027
"Yanping, Taitung",0.1142,0.6271,37.5,55.7,0.8120024494794856,0.717948717948718,0.6596273291925466,0.32105628908964556,0.2367182246133154,0.23055746730901583,0.5517241379310345,0.7642153146322972,0.7429443173150267,0.7388679245283019,1319
"Changbin, Taitung",0.0764,0.6741,50.0984,48.7,0.7975724353954581,0.7303940694498634,0.6354737666405639,0.3886792452830189,0.2386411889596603,0.2567099567099567,0.6017069701280228,0.772685609532539,0.7567824845311756,0.7356643356643356,2182
"Anding, Tainan",0.2081,0.6684,41,56.3,0.7509089559991096,0.6992236598890943,0.6328477408858981,0.5566002256487401,0.31261101243339257,0.3407983655508408,0.5697541917629823,0.7754889387624239,0.7378341051263303,0.7628483969711616,12476
"Annan, Tainan",0.2441,0.6413,38.0657,56.9,0.7266061840399926,0.6740266054931492,0.6215559762841911,0.5381612482128426,0.33479912307535437,0.3473166040266758,0.5724540990606319,0.7752118335999154,0.7348119575699132,0.7583201058201058,75649
"Anping, Tainan",0.3039,0.6336,40,64.6,0.697248042157652,0.6585498620989984,0.6207147536210786,0.5022121466964057,0.34834368530020704,0.359892536434565,0.5737519940858332,0.7714307769500945,0.7427135286783042,0.758901361725109,25909
"Baihe, Tainan",0.1546,0.6952,48.4937,53.3,0.7607555089192025,0.6863260340632603,0.6117624261214999,0.585259038389862,0.3229473256876078,0.35143059346881,0.5790855392693065,0.764314104629928,0.7323619631901841,0.7465511709977543,9309
"Beimen, Tainan",0.1439,0.7056,47,52.2,0.7949975478175576,0.7169200099676053,0.6433358153387937,0.5609934258582907,0.3223872817305186,0.29848008385744235,0.5949871831387069,0.7962910128388017,0.7591516560139454,0.7589056711313764,3505
"North, Tainan",0.3237,0.6417,41.1751,64.4,0.7096356385698217,0.6707508314808113,0.6300633783411408,0.5062647570790894,0.3495534932586237,0.36055512936745937,0.5726494152316052,0.7644455822118198,0.7384278584812898,0.7608206703604147,54688
"Danei, Tainan",0.132,0.7156,49.2286,51.7,0.7958219348420791,0.7176620076238882,0.630451415455241,0.5715342871238284,0.2881628280664167,0.3150390099542642,0.5920314253647587,0.802013422818792,0.7613603886824807,0.7564709156693571,3576
"East, Tainan",0.3809,0.6356,40.7499,69.7,0.6953472772730045,0.6622934709170198,0.6302143577880048,0.4823931960564698,0.3466953291002398,0.36787320199736667,0.5758230665700383,0.7653737358081141,0.7407857432158769,0.7586830446519678,77421
"Dongshan, Tainan",0.134,0.7108,48.8694,52.8,0.7764586651223396,0.7072916666666667,0.6232399585000741,0.5594907068637495,0.3017910920906641,0.3319561417447958,0.5790829469345699,0.776012044161927,0.7402575107296138,0.7406296851574213,5978
"Guantian, Tainan",0.2064,0.6774,44,56.3,0.7439353099730458,0.6797701149425287,0.6100275355667738,0.5979530537323395,0.36603953322219573,0.36441382587005583,0.5730950608091337,0.7599851153559911,0.7204913880445796,0.7398363906792266,8062
"Guanmiao, Tainan",0.1883,0.6718,43.5736,53.9,0.7553970701619122,0.6860449908448862,0.6207210133160117,0.5351239669421488,0.3097986577181208,0.3337380277890193,0.5843424989314717,0.778295888088173,0.740344113657457,0.7508848931049129,14154
"Gueiren, Tainan",0.2454,0.6536,39.4093,59,0.727897312152289,0.6746500883272184,0.6236025264295606,0.530126582278481,0.34511959076455134,0.3478200306449366,0.5711041933711775,0.769967934703396,0.73879994124559345,0.7599838939931916,27444
"Houbi, Tainan",0.1708,0.7056,49,56,0.7677038626609443,0.7020453289110006,0.6267706160096629,0.5855434217368695,0.31518855956637065,0.34,0.5710044532409698,0.7811085280802643,0.7436377245508982,0.7652999148314881,8173
"Jiali, Tainan",0.253,0.6612,41,57.5,0.7464371933650027,0.6933820028566894,0.6296707215596149,0.5479137474700296,0.3215280862577232,0.3434652906554866,0.5974603446064389,0.7930487753995077,0.7563639454336832,0.7685068481640198,23967
"Jiangjyun, Tainan",0.1424,0.6947,47.9475,50.6,0.7379804721295267,0.7262906670016329,0.6612107040789815,0.601189738505391,0.2956322458883796,0.2904120993478563,0.5879560961139128,0.7853435114503817,0.7521892763865418,0.7650075414781297,6550
"Liouying, Tainan",0.1989,0.6798,45.8282,57.5,0.7663299663299663,0.6983565396028304,0.625769669327252,0.5564732142857143,0.30884966236227934,0.336694021101993,0.5952470765748774,0.7905372104484968,0.7567567567567568,0.7608211723967351,8116
"Lioujia, Tainan",0.212,0.6731,43.5436,57,0.7085785423268447,0.6689510976884656,0.5796511627906977,0.57146007940008825,0.33577159037281734,0.3791958249317993,0.5601959583588487,0.7643762183235867,0.7262701363073111,0.7389768574908648,8208
"Longci, Tainan",0.1135,0.7555,53,51.8,0.7935883014623172,0.7244186046511628,0.633810888252149,0.5128351397604107,0.2904389657245941,0.29358353510895885,0.5859831278390656,0.7844546048334422,0.7509907529722589,0.7738791423001949,1531
"Madou, Tainan",0.2416,0.6761,43,58.1,0.7292913900076194,0.6625827814569536,0.6044170004450379,0.6139700037097885,0.34280860702151755,0.37659973835390476,0.5647736823148037,0.7631799163179916,0.7327721932905413,0.7434514176107415,16730
"Nanhua, Tainan",0.1391,0.719,48,52.1,0.78631995477671,0.7048611111111112,0.6041909196740396,0.48271922307912024,0.2872309053376585,0.31137370753323484,0.579206398031375,0.7880916030534351,0.7579598145285935,0.7524509803921569,3275
"South, Tainan",0.2595,0.6315,42.3619,55.4,0.7267360600264823,0.680720674297913,0.6371728517417318,0.5401619329135072,0.3315766525753066,0.34229662172398123,0.5640502132648729,0.7599254090471608,0.7303293316028553,0.7445365033621518,49872
"Nansi, Tainan",0.1309,0.7071,49,50.6,0.7944354403025392,0.7265004110715264,0.6261785912368275,0.4484914378907312,0.25391403358952463,0.2811528680418197,0.5966436919388672,0.7918037690696978,0.7727965843244892,0.7756332931242461,3343
"Cigu, Tainan",0.1393,0.6932,46.5186,50.7,0.7830402416657676,0.7246344948884248,0.6604640980735552,0.5902033675923901,0.30619927067403835,0.32110849056603774,0.593708870755462,0.7917804656002081,0.754453602765222,0.7527472527472527,7689
"Rende, Tainan",0.2563,0.6616,40.6964,59.3,0.7424602232248873,0.6935057125676488,0.6386796699174794,0.49716139497161393,0.320582095050964,0.33413632292535284,0.5767785408837631,0.7796288553693758,0.7546583850931677,0.7730624335898509,31093
"Shanshang, Tainan",0.176,0.6866,46.0543,53.1,0.7676258992805756,0.6843625857710365,0.6142857142857143,0.5757795503988398,0.3254392666157372,0.3513820522529345,0.5891629599676507,0.7833733013589129,0.741764945099634,0.7546333601933924,2502
"Shanhua, Tainan",0.2966,0.683,39,70,0.7138644542183127,0.6707598235765838,0.6214397733596398,0.5454591732844635,0.35133447791478073,0.3697794462693571,0.5666611688383089,0.7654066933824326,0.7320686638967855,0.751097620467234,18466
"Sigang, Tainan",0.1999,0.6625,42.6062,52.9,0.7551727652634798,0.6785824029499129,0.6114982578397212,0.5681323034264211,0.3234033657363855,0.3397328881469115,0.5801854783985524,0.7873865800380867,0.7599004299615297,0.7589326096788783,8927
"Siaying, Tainan",0.1914,0.6947,46,56.3,0.7578344612181156,0.705045140732873,0.6278744895766173,0.5911716171617162,0.3280645517851221,0.3464081586910232,0.5896982555398397,0.7865903515944399,0.7523197715917203,0.7605051935788479,8561
"Sinhua, Tainan",0.2291,0.658,42,55.5,0.7469421317709939,0.6939209884234023,0.6263307684199431,0.5188385940875797,0.3201796599294193,0.35120744366159307,0.5677932629915928,0.782608695652174,0.752995967512921,0.758226997985225,17848
"Sinshih, Tainan",0.2667,0.6636,38.7462,59.8,0.7339727410398789,0.6847165991902834,0.6156536113936928,0.5510709972668912,0.3244528400208442,0.34998371865841743,0.576252498104886,0.7628824204768015,0.7367235494880546,0.7645665561345334,14807
"Sinying, Tainan",0.3002,0.6503,41,63.6,0.7236829645528866,0.6750345093255433,0.6117981657239638,0.4923188087084917,0.3262124523009687,0.3513075601931365,0.6016871322153815,0.7889238259458363,0.7631605846877236,0.7733180299091922,29577
"Syuejia, Tainan",0.2011,0.6665,44.2163,54.6,0.7649139579349904,0.6927693350111316,0.6142705416626436,0.584325302352157,0.30795465944427725,0.3343958561609722,0.5792516291780534,0.7763061841693607,0.7364161849710983,0.7620535249401229,9589
"Yanshuei, Tainan",0.1898,0.6777,45,55.3,0.7551456310679612,0.6843616915915619,0.6137305188400078,0.5745042492917847,0.3214322250639386,0.3574121242995415,0.5738043478260869,0.7728737113402062,0.7335726718885988,0.7460674157303371,9312
"Yongkang, Tainan",0.2883,0.6457,38.8631,61.9,0.7161764409410721,0.6714479491436207,0.617878867489845,0.49112564222326016,0.3406283677360524,0.3521549147721417,0.5834633892573807,0.7836280527061247,0.7535975708941062,0.7706039516493934,93196
"Yujing, Tainan",0.1631,0.6927,48.1481,53.6,0.785934819897084,0.7436967483915841,0.6347209920283436,0.4695121951219512,0.2783189033189033,0.300378856215046,0.603448275862069,0.8035311795642374,0.7704480457578646,0.7758034026465028,5324
"West, Tainan",0.3413,0.645,43,61.6,0.7070143120306079,0.659020618556701,0.6230453619487563,0.5442998319710648,0.35087260034904016,0.36253741318687704,0.5462166875745801,0.7513251552324701,0.7136281339184337,0.7344220802699771,33015
"Zuojhen, Tainan",0.0998,0.7383,53.5595,50.6,0.8294812532100667,0.7438833940655908,0.6652956298200514,0.5617316942811331,0.2547008547008547,0.2869415807560137,0.5720338983050848,0.7907396271797955,0.7473942366646229,0.7375971309025703,1663
"North, Taichung",0.3323,0.635,41,59.8,0.7089508523226524,0.6691355489718694,0.6137450552045817,0.42983928649627046,0.3351385035386282,0.34556127277028625,0.6046696364599233,0.8116788982513364,0.7770321114301949,0.790481832543444,66222
"Beitun, Taichung",0.3157,0.6443,38.5578,62.5,0.7164981461424743,0.6768160827584022,0.6188464026966795,0.41217887126498337,0.32021910359441846,0.3337362707739601,0.6138416000535135,0.8180778217693256,0.787630763668039,0.8056732137308453,123256
"Da-an, Taichung",0.1627,0.6714,41,51.2,0.7751556866601115,0.6949922446266341,0.5970663407045227,0.44936225880300884,0.2776781712236665,0.29866636781351563,0.5904603306768169,0.8116716783606193,0.7787885766927684,0.7831682040769844,8979
"Dadu, Taichung",0.2202,0.6488,38.6546,54.8,0.7619282971524161,0.6920285703372675,0.6031235645383556,0.43363166043578416,0.2962009756847079,0.30228443965848784,0.6050673065191753,0.8153560658779866,0.7823489853237865,0.7945582510911021,25866
"Dajia, Taichung",0.22,0.6505,38,54.2,0.7467445121776709,0.6954573056125842,0.6188384859867091,0.4393537983067442,0.2969107887472837,0.31576015247031225,0.5935590320215106,0.8052850356294536,0.7691188946794328,0.7943702721436967,33680
"Dali, Taichung",0.2508,0.6379,37,55.7,0.7419863035720027,0.6870022799226339,0.615464553632319,0.44429755263921583,0.3094696763666032,0.3215499956411821,0.6049097389904565,0.8123059585234618,0.7737868002065976,0.7908005900496178,90509
"Daya, Taichung",0.2341,0.6443,36.9755,57.2,0.7405092917661377,0.6889211871161329,0.6099747564111638,0.4170403587443946,0.29174864294687936,0.3195976792847632,0.6017866946149624,0.8181707524892275,0.7856096489086382,0.8073559420853172,41077
